City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
536,Troitsko-Pechorsk,RU,53.01,overcast clouds,62.7084,56.1964,Pechora Gostinitsa
537,Saint Anthony,US,68.94,clear sky,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
538,Kontagora,NG,70.21,broken clouds,10.3999,5.4695,Queens Guest Inn
539,Kenora,CA,54.57,mist,49.8167,-94.4337,Maynard Lake Lodge
541,Hovd,MN,49.53,broken clouds,48.0056,91.6419,Hotel Khovd
542,Priamurskiy,RU,61.21,light rain,48.5217,134.9028,Ekvator
544,San Jose,US,62.4,broken clouds,37.3394,-121.895,The Westin San Jose
546,Boali,CF,69.4,moderate rain,4.8005,18.1275,Auberge des Cocotiers Boali poste
547,Kemlya,RU,56.7,overcast clouds,54.6963,45.2424,Bo Smol'nyy
548,Beira,MZ,69.13,clear sky,-19.8436,34.8389,Beira Terrace Hotel
550,Kishtwar,IN,73.27,light rain,33.3167,75.7667,Heritage Bagh by Himalayan Musk
554,Lagoa,PT,72.45,scattered clouds,39.05,-27.9833,Casa Das Faias
555,Fort Nelson,CA,53.22,overcast clouds,58.8053,-122.7002,The Fort Nelson Hotel
557,Launceston,AU,50.81,shower rain,-41.45,147.1667,Hotel Grand Chancellor Launceston
559,Cardston,CA,53.13,clear sky,49.2,-113.3019,Flamingo Motel
564,Arroio Grande,BR,53.8,clear sky,-32.2375,-53.0869,Motel Bela Vista
566,Tsiroanomandidy,MG,67.39,clear sky,-18.7667,46.0333,Hotel Ravinala
568,Yar-Sale,RU,53.29,overcast clouds,66.8333,70.8333,Yalemd
569,Skjervoy,NO,44.6,overcast clouds,70.0311,20.9714,Skjervøy fiskecamp AS
573,Kurya,RU,57.54,clear sky,51.6003,82.2888,Kuria hotel
575,Kenai,US,51.1,overcast clouds,60.5544,-151.2583,Aspen Extended Stay Suites
580,Sao Gabriel Da Cachoeira,BR,72.09,overcast clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
583,Kamennomostskiy,RU,68.41,broken clouds,44.2983,40.1856,Guest House Behind the river
585,Tapejara,BR,47.25,clear sky,-28.0681,-52.0139,Hotel Fontana
586,Parkes,AU,62.35,broken clouds,-33.1333,148.1833,Station Motel
588,Touros,BR,72.12,few clouds,-5.1989,-35.4608,INN NEW HORIZON
590,Fort Morgan,US,62.02,scattered clouds,40.2503,-103.8,Hampton Inn Fort Morgan
591,Cap Malheureux,MU,74.46,clear sky,-19.9842,57.6142,Pereybere Hotel & Spa
592,Black Diamond,US,56.05,broken clouds,47.3087,-122.0032,Lake Sawyer RV Resort
596,Zheleznodorozhnyy,RU,49.55,clear sky,55.7503,38.0042,Hotel Dali
597,Cuenca,EC,53.73,overcast clouds,-2.8833,-78.9833,Hotel Cuenca
598,Sistranda,NO,51.76,light rain,63.7256,8.834,Hotell Frøya
601,Vilyuysk,RU,46.96,few clouds,63.7553,121.6247,Gostinitsa Viliuisk
602,Trinidad,BO,70.83,broken clouds,-14.8333,-64.9,Hotel Piesta
604,Thyolo,MW,66.56,clear sky,-16.0678,35.1405,Nkhalango Guest Hiuse
609,Mzimba,MW,66.02,few clouds,-11.9,33.6,Zagegs Hotel
610,Askarovo,RU,49.15,mist,53.3372,58.5089,Gostinitsa Na Kirova S Saunoy
613,Gallup,US,61.02,clear sky,35.5281,-108.7426,Quality Inn & Suites Gallup I-40 Exit 20
615,Andenes,NO,49.98,scattered clouds,69.3143,16.1194,Hotell Marena
617,Shahr-E Kord,IR,70.12,clear sky,32.3256,50.8644,Shahrekord Tourist Hotel
620,Gamboma,CG,71.47,light rain,-1.8764,15.8644,Residence N'Keni
622,San Luis,AR,64.4,overcast clouds,-33.295,-66.3356,Huarpes Hotel
623,Teruel,ES,50.31,clear sky,40.6667,-0.6667,La Parra
625,Santa Vitoria Do Palmar,BR,55.42,clear sky,-33.5189,-53.3681,Hostel Comodoro
627,Port Jervis,US,62.89,overcast clouds,41.3751,-74.6927,Hampton Inn Matamoras/Milford
628,Liseleje,DK,56.17,scattered clouds,56.0053,11.9483,Liseleje Camping
630,Mendi,PG,64.47,overcast clouds,-6.1761,143.6513,Kiburu Lodge
631,Purpe,RU,55.71,overcast clouds,64.4803,76.6897,"Gostinnitsa ""Valentina"""
633,Santa Maria,BR,52.9,clear sky,-29.6842,-53.8069,Hotel Morotin
637,Slave Lake,CA,51.93,overcast clouds,55.2834,-114.769,Super 8 by Wyndham Slave Lake AB
638,Lubango,AO,59.52,broken clouds,-14.9172,13.4925,Hotel Serra da Chela
640,Talgar,KZ,62.76,clear sky,43.3027,77.2395,fazenda Umihalyicha
642,Zhigansk,RU,39.13,broken clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
643,Rawson,AR,44.92,overcast clouds,-43.3002,-65.1023,Hosteria Sampedro
645,Darnah,LY,72.73,clear sky,32.767,22.6367,فندق الفردوس
648,Cap-Aux-Meules,CA,54.99,overcast clouds,47.3821,-61.8597,Château Madelinot
650,Batagay,RU,47.07,overcast clouds,67.6333,134.6333,Gostinitsa Ki'ileekh
652,Kaeo,NZ,58.73,broken clouds,-35.1,173.7833,Bushido Lodge
653,Severnyy,RU,53.64,clear sky,50.677,36.5532,Full House North Mini-Hotel
656,Nigran,ES,68.65,clear sky,42.1415,-8.8066,Hotel Holiday
657,Chililabombwe,ZM,62.35,few clouds,-12.3648,27.8229,Tabernacle Guest Lodge and Events (Under new management!)
661,Chlorakas,CY,72.48,clear sky,34.8042,32.4083,Elysium Hotel
662,Chimbote,PE,62.19,broken clouds,-9.0853,-78.5783,Hotel Briliá
663,Tarko-Sale,RU,53.74,overcast clouds,64.9225,77.785,Yubileynaya
664,Bor,RU,55.33,overcast clouds,56.3567,44.0669,Oktyabrskaya Hotel
665,Sheltozero,RU,46.42,overcast clouds,61.3667,35.3667,The village of Vanino
666,Sitka,US,51.69,clear sky,57.0531,-135.33,Westmark Sitka
667,Sale,MA,66.74,clear sky,34.0389,-6.8166,Hôtel Mercure Rabat Sheherazade
668,Mikkeli,FI,50.11,overcast clouds,61.6886,27.2723,"Original Sokos Hotel Vaakuna, Mikkeli"
669,Oktyabrskoye,RU,69.94,scattered clouds,43.0645,44.7417,Prolesok Mini-hotel
670,Slobozia,MD,66.27,scattered clouds,46.7281,29.7078,Городской пляж Слободзеи
671,Gusino,RU,46.45,clear sky,54.7244,31.368,Motel Oasis
672,Sharanga,RU,50.92,overcast clouds,57.1775,46.5396,Yuronga
679,Sinfra,CI,70.93,overcast clouds,6.6167,-5.9167,Hote Ivoire Sinfra
680,Borger,NL,50.81,broken clouds,52.9233,6.7931,Roompot Bospark Lunsbergen
