City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Isangel,VU,-19.55,169.2667,75.74,71,85,13.96,overcast clouds
345,Vagay,RU,57.9375,69.0217,54.25,51,84,10.04,broken clouds
346,Spanish Fork,US,40.115,-111.6549,64.67,66,0,5.75,clear sky
347,Santa Cruz Del Norte,CU,23.1539,-81.9236,81.66,82,99,12.91,overcast clouds
348,Klyuchi,RU,52.2667,79.1667,59.18,33,2,13.62,clear sky
349,Bourail,NC,-21.5667,165.4833,76.3,56,16,7.2,few clouds
350,Buin,CL,-33.7333,-70.75,54.73,96,100,1.03,overcast clouds
351,Ponta Delgada,PT,37.7333,-25.6667,70.52,88,20,4.61,few clouds
352,Piro,IN,25.3333,84.4167,88.05,66,84,2.3,broken clouds
353,Plettenberg Bay,ZA,-34.0527,23.3716,58.35,86,99,5.46,overcast clouds
354,Magadan,RU,59.5667,150.8,54.54,45,6,10.58,clear sky
355,Broome,US,42.2506,-75.833,59.85,87,100,1.01,overcast clouds
356,Nueve De Julio,AR,-35.4444,-60.8831,59.97,71,100,5.99,overcast clouds
357,Guayaramerin,BO,-10.8368,-65.3614,75.85,49,49,0.87,scattered clouds
358,Maryville,US,35.7565,-83.9705,70.09,87,75,1.01,smoke
359,Havoysund,NO,70.9963,24.6622,46.63,91,100,28.59,light rain
360,Leh,IN,34.1667,77.5833,59.0,41,22,6.6,few clouds
361,Ronne,DK,55.1009,14.7066,57.11,82,75,12.66,broken clouds
362,Lokosovo,RU,61.1333,74.8167,54.55,62,100,7.2,overcast clouds
363,Murrhardt,DE,48.9819,9.5705,49.17,89,52,7.29,broken clouds
364,Vieux-Habitants,GP,16.0589,-61.7659,74.77,83,100,23.35,light rain
365,Yuli,NG,9.6989,10.2744,71.96,96,100,2.95,overcast clouds
366,Banyo,CM,6.75,11.8167,64.0,97,100,3.91,light rain
367,Daru,PG,-9.0763,143.2092,81.39,79,100,7.49,overcast clouds
368,Bourbonnais,US,41.1417,-87.875,69.53,90,0,4.61,clear sky
369,Sattenapalle,IN,16.4,80.1833,87.93,59,96,12.44,overcast clouds
370,Macheng,CN,31.1783,115.0319,90.99,34,0,4.59,clear sky
371,El Coyote,MX,25.7,-103.2667,79.02,52,19,16.08,few clouds
372,College,US,64.8569,-147.8028,55.29,64,98,4.83,overcast clouds
373,Tura,IN,25.5198,90.2201,83.8,73,45,5.01,scattered clouds
374,Lac Du Bonnet,CA,50.2536,-96.0612,51.57,98,100,8.93,moderate rain
375,Diu,IN,20.7141,70.9822,83.41,71,98,11.45,overcast clouds
376,Cacador,BR,-26.7753,-51.015,49.03,83,76,6.87,broken clouds
377,Shorapur,IN,16.5167,76.75,80.89,63,97,14.18,overcast clouds
378,Gizo,SB,-8.103,156.8419,84.45,62,50,2.98,scattered clouds
379,Outlook,CA,51.5001,-107.0513,55.24,56,94,10.16,overcast clouds
380,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.2,63,100,17.0,overcast clouds
381,Estevan,CA,49.1334,-102.9842,52.21,95,97,5.99,overcast clouds
382,Jinchang,CN,38.4953,102.1739,71.51,43,4,8.3,clear sky
383,Bud,US,39.447,-86.1758,67.82,89,32,5.3,scattered clouds
384,Lukh,RU,57.0124,42.2584,52.83,89,79,10.29,broken clouds
385,Englehart,CA,47.8169,-79.8664,43.36,100,20,2.3,few clouds
386,Smoky Lake,CA,54.1169,-112.4686,50.72,100,67,3.44,broken clouds
387,Portland,US,45.5234,-122.6762,64.45,77,76,5.01,broken clouds
388,Teguldet,RU,57.3064,88.1667,56.1,59,48,2.13,scattered clouds
389,Luohe,CN,33.5717,114.0353,93.79,28,7,0.96,clear sky
390,Emba,KZ,48.8264,58.1442,64.65,69,89,3.85,overcast clouds
391,Adrar,MR,20.5022,-10.0711,80.37,30,0,8.34,clear sky
392,Mitsamiouli,KM,-11.3847,43.2844,70.09,78,20,4.61,few clouds
393,Tuyen Quang,VN,21.8233,105.2181,80.51,91,95,2.04,overcast clouds
394,Taunggyi,MM,20.7833,97.0333,77.13,63,67,3.02,broken clouds
395,Muriwai Beach,NZ,-36.8167,174.45,58.95,72,91,8.05,overcast clouds
396,Tuatapere,NZ,-46.1333,167.6833,52.52,61,100,5.68,overcast clouds
397,Minas Novas,BR,-17.2186,-42.5903,70.07,75,68,6.13,broken clouds
398,Karratha,AU,-20.7377,116.8463,85.03,23,31,14.25,scattered clouds
399,Banatski Karlovac,RS,45.0472,21.0161,55.85,91,100,7.74,overcast clouds
400,Port-Gentil,GA,-0.7193,8.7815,75.9,77,100,8.39,overcast clouds
401,Saint George,US,37.1041,-113.5841,76.62,45,20,4.61,few clouds
402,Gudur,IN,14.1333,79.85,92.52,44,91,11.48,overcast clouds
403,Norman Wells,CA,65.282,-126.8329,48.24,87,100,8.05,overcast clouds
404,Kankon,IN,15.0167,74.0167,82.2,80,100,8.25,overcast clouds
405,Zabolotiv,UA,48.4705,25.2857,55.2,82,100,2.91,overcast clouds
406,Komatipoort,ZA,-25.4332,31.9548,71.6,42,0,3.62,clear sky
407,Lompoc,US,34.6391,-120.4579,60.01,92,40,10.36,scattered clouds
408,Banjar,ID,-8.19,114.9675,89.17,48,18,3.89,few clouds
409,Bowen,AU,-20.0167,148.2333,78.44,72,0,9.55,clear sky
410,Paris,FR,48.8534,2.3488,50.11,86,0,8.05,clear sky
411,Kangaatsiaq,GL,68.3065,-53.4641,39.56,81,99,8.79,overcast clouds
412,Mount Isa,AU,-20.7333,139.5,91.17,15,0,10.36,clear sky
413,Alabino,RU,55.5268,37.0103,46.54,93,0,6.71,clear sky
414,Bamenda,CM,5.9527,10.1582,59.88,93,96,1.59,overcast clouds
415,Kudahuvadhoo,MV,2.6708,72.8944,81.75,65,14,3.65,few clouds
416,Lerwick,GB,60.1545,-1.1494,48.2,71,100,19.46,overcast clouds
417,Kyra,RU,49.5776,111.9753,46.04,68,90,18.16,overcast clouds
418,Mahon,ES,39.8885,4.2658,72.16,78,40,11.5,scattered clouds
419,Nabire,ID,-3.3667,135.4833,73.31,98,100,5.75,overcast clouds
420,Poronaysk,RU,49.2167,143.1167,61.61,67,100,5.7,light rain
421,Alice Springs,AU,-23.7,133.8833,74.75,23,0,8.05,clear sky
422,Sungaipenuh,ID,-2.0833,101.3833,74.91,75,57,3.31,broken clouds
423,Marawi,PH,7.9986,124.2928,86.41,47,85,3.89,overcast clouds
424,Cururupu,BR,-1.8283,-44.8683,74.53,89,67,4.63,broken clouds
425,Muzhi,RU,65.3667,64.6667,52.97,61,100,10.16,overcast clouds
426,Bad Urach,DE,48.4911,9.4001,47.19,97,46,8.21,scattered clouds
427,Antofagasta,CL,-23.65,-70.4,56.48,88,22,0.2,few clouds
428,Isabela,PH,6.7085,121.9711,89.65,63,80,5.01,broken clouds
429,Santiago,CL,-33.4569,-70.6483,53.85,80,100,4.61,overcast clouds
430,Samarai,PG,-10.6167,150.6667,83.68,74,62,12.84,broken clouds
431,Faya,SA,18.3851,42.4509,68.52,29,34,6.44,scattered clouds
432,Eureka,US,40.8021,-124.1637,54.93,88,15,3.74,few clouds
433,The Valley,AI,18.217,-63.0578,83.1,82,86,34.34,overcast clouds
434,Wajima,JP,37.4,136.9,86.68,70,75,5.75,broken clouds
435,Laguna,US,38.421,-121.4238,72.45,60,0,8.05,clear sky
436,Ganta,LR,7.3022,-8.5308,69.98,99,100,2.8,overcast clouds
437,Springbok,ZA,-29.6643,17.8865,52.32,49,31,3.78,scattered clouds
438,Chiradzulu,MW,-15.6746,35.1407,65.82,64,0,12.66,clear sky
439,Kumluca,TR,36.3703,30.2869,82.51,44,0,0.51,clear sky
440,Valdivia,CL,-39.8142,-73.2459,36.1,100,100,1.52,overcast clouds
441,Vila Velha,BR,-20.3297,-40.2925,66.15,97,100,11.5,mist
442,Kemin,KG,42.7846,75.6892,74.79,17,4,5.21,clear sky
443,Moranbah,AU,-22.0016,148.0466,85.23,42,72,9.93,light rain
444,Cubuk,TR,40.2386,33.0322,74.77,51,0,0.0,clear sky
445,Manosque,FR,43.8288,5.7869,53.56,53,35,22.1,scattered clouds
446,Gornyak,RU,50.9942,81.4661,59.27,35,0,18.66,clear sky
447,Teguise,ES,29.0605,-13.564,70.02,73,0,17.27,clear sky
448,Mitu,CO,1.1983,-70.1733,70.56,99,97,2.13,light rain
449,Seoul,KR,37.5683,126.9778,87.19,76,75,3.44,broken clouds
450,Odienne,CI,9.51,-7.5692,72.05,89,100,2.39,overcast clouds
451,Barguzin,RU,53.6167,109.6167,55.17,46,74,9.75,broken clouds
452,Sarangani,PH,5.4033,125.4636,84.4,70,100,11.5,overcast clouds
453,Parana,AR,-31.732,-60.5238,62.56,73,100,12.28,overcast clouds
454,Butembo,CD,0.15,29.2833,60.21,81,63,1.79,broken clouds
455,High Level,CA,58.5169,-117.136,62.71,51,75,8.05,broken clouds
456,Dmytrivka,UA,45.9717,28.9864,66.52,81,16,9.26,few clouds
457,Liverpool,GB,53.4106,-2.9779,48.7,78,58,0.0,broken clouds
458,Lesosibirsk,RU,58.2358,92.4828,49.24,74,88,4.81,overcast clouds
459,Quatre Cocos,MU,-20.2078,57.7625,74.08,72,15,16.31,few clouds
460,Batagay-Alyta,RU,67.8006,130.4114,45.95,32,73,17.4,broken clouds
461,Rodino,RU,52.5,80.25,58.26,34,0,13.87,clear sky
462,Verkhnevilyuysk,RU,63.4453,120.3167,46.17,48,66,10.67,broken clouds
463,Necochea,AR,-38.5473,-58.7368,56.41,75,100,15.61,overcast clouds
464,Raudeberg,NO,61.9875,5.1352,48.87,1,100,31.09,light rain
465,Mehamn,NO,71.0357,27.8492,46.35,93,100,23.02,light rain
466,Haines Junction,CA,60.7522,-137.5108,42.75,65,6,2.3,clear sky
467,Tias,ES,28.9611,-13.645,71.28,73,0,17.27,clear sky
468,Mount Pleasant,US,32.7941,-79.8626,73.0,89,0,4.61,clear sky
469,Badiraguato,MX,25.3667,-107.5167,75.54,98,41,1.05,scattered clouds
470,Dzhebariki-Khaya,RU,62.2167,135.8,49.37,50,98,10.33,overcast clouds
471,Manica,FR,49.0,-1.1667,43.59,77,6,1.83,clear sky
472,Mackenzie,CA,55.2999,-123.1698,46.62,100,100,3.44,overcast clouds
473,Havelock,US,34.8791,-76.9013,70.95,90,0,4.43,clear sky
474,Jining,CN,35.405,116.5814,85.39,46,12,3.4,few clouds
475,Alofi,NU,-19.0595,-169.9187,80.49,69,0,10.36,clear sky
476,Otjimbingwe,NA,-22.35,16.1333,68.23,37,5,6.38,clear sky
477,Usinsk,RU,65.9939,57.5281,54.14,67,100,9.75,overcast clouds
478,Sao Borja,BR,-28.6606,-56.0044,56.95,80,14,10.49,few clouds
479,Itaituba,BR,-4.2761,-55.9836,76.73,66,36,2.1,scattered clouds
480,Goderich,CA,43.7501,-81.7165,66.52,82,32,5.75,scattered clouds
481,Mo I Rana,NO,66.3128,14.1428,47.32,93,100,0.0,overcast clouds
482,Ouahigouya,BF,13.5828,-2.4216,73.83,77,16,8.05,few clouds
483,Asifabad,IN,19.3667,79.2833,83.77,71,100,9.26,overcast clouds
484,Xining,CN,36.6167,101.7667,64.98,54,75,2.15,broken clouds
485,Ajijic,MX,20.3,-103.2833,64.94,85,97,4.52,overcast clouds
486,Medianeira,BR,-25.2953,-54.0939,56.07,76,16,6.31,few clouds
487,Zalegoshch,RU,52.9008,36.8869,49.93,85,7,8.55,clear sky
488,Mahibadhoo,MV,3.7833,72.9667,81.64,69,3,5.08,clear sky
489,Sierra Vista,US,31.5545,-110.3037,69.62,34,0,1.99,clear sky
490,Yatou,CN,37.15,122.3833,75.33,69,2,8.37,clear sky
491,Maryborough,AU,-25.5333,152.7,75.11,71,70,9.24,broken clouds
492,Bahia Blanca,AR,-38.7196,-62.2724,65.62,42,100,16.51,overcast clouds
493,Waterloo,CA,43.4668,-80.5164,59.79,97,75,1.99,fog
494,Guiglo,CI,6.5456,-7.4966,71.33,100,100,3.18,heavy intensity rain
495,La Plata,AR,-34.9215,-57.9545,63.03,76,100,13.44,overcast clouds
496,Ler,SS,8.3018,30.1418,71.62,94,94,0.49,overcast clouds
497,Riyadh,SA,24.6877,46.7219,82.54,17,0,3.02,clear sky
498,Pemberton,CA,50.3164,-122.8027,49.73,93,53,3.11,broken clouds
499,Araceli,PH,10.5529,119.9913,83.71,71,100,12.68,overcast clouds
500,Semporna,MY,4.4818,118.6112,86.29,66,95,5.35,overcast clouds
501,Huichapan,MX,20.3833,-99.65,57.29,90,81,5.23,broken clouds
502,Bulgan,MN,48.8125,103.5347,47.73,59,23,1.95,few clouds
503,Ensley,US,30.5188,-87.2728,79.59,75,52,1.99,broken clouds
504,Villa Carlos Paz,AR,-31.4241,-64.4978,62.38,10,100,4.0,overcast clouds
505,Katsuura,JP,35.1333,140.3,82.18,69,100,10.71,overcast clouds
506,Mercedes,AR,-34.6515,-59.4307,63.64,83,100,12.26,overcast clouds
507,Nago,JP,26.5881,127.9761,85.05,92,100,25.55,light rain
508,Kawalu,ID,-7.3817,108.2082,81.79,69,84,6.04,broken clouds
509,Miyang,CN,24.4042,103.4428,75.96,70,82,5.14,broken clouds
510,Yambio,SS,4.5721,28.3955,67.98,98,62,2.26,broken clouds
511,Blagodatnoye,RU,45.3997,42.5867,74.32,49,63,12.12,broken clouds
512,Tongzi,CN,28.7829,105.0877,76.55,81,100,5.1,overcast clouds
513,Makakilo City,US,21.3469,-158.0858,78.69,90,53,5.06,light rain
514,Ulaangom,MN,49.9811,92.0667,49.3,56,99,1.1,overcast clouds
515,Swan Hill,AU,-35.3378,143.5544,56.97,77,84,20.56,broken clouds
516,Marsa Matruh,EG,31.3525,27.2453,72.34,64,0,3.96,clear sky
517,Hualmay,PE,-11.0964,-77.6139,61.38,86,40,8.79,scattered clouds
518,Gondanglegi,ID,-7.7479,112.0132,93.29,39,16,9.33,few clouds
519,Kimbe,PG,-5.5502,150.1429,87.76,62,94,5.79,light rain
520,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,92,79,5.73,broken clouds
521,Soyo,AO,-6.1349,12.3689,72.93,90,82,5.82,broken clouds
522,Dicabisagan,PH,17.0818,122.4157,84.7,75,100,4.14,overcast clouds
523,Acapulco,MX,16.8634,-99.8901,78.62,89,100,8.05,overcast clouds
524,Hermosillo,MX,29.0667,-110.9667,86.85,57,0,5.01,clear sky
525,Mahina,PF,-17.5065,-149.489,78.57,57,20,4.61,few clouds
526,Sioux Lookout,CA,50.1001,-91.917,50.07,100,100,5.75,mist
527,Guerrero Negro,MX,27.9769,-114.0611,69.17,80,0,15.35,clear sky
528,Pisco,PE,-13.7,-76.2167,58.3,90,14,1.99,few clouds
529,Queenstown,ZA,-31.8976,26.8753,64.15,36,60,3.8,broken clouds
530,Codrington,AU,-38.2667,141.9667,52.72,87,97,26.33,overcast clouds
531,Vodnyy,RU,63.5046,53.4095,50.32,74,50,7.2,scattered clouds
532,Tukrah,LY,32.5341,20.5791,74.34,49,0,2.42,clear sky
533,Along,IN,28.1667,94.7667,78.82,90,96,1.07,overcast clouds
534,Hamilton,US,39.1834,-84.5333,68.77,88,0,0.0,mist
535,Vanderhoof,CA,54.0166,-124.0198,43.86,63,84,3.51,broken clouds
536,Troitsko-Pechorsk,RU,62.7084,56.1964,53.01,67,96,7.38,overcast clouds
537,Saint Anthony,US,45.0205,-93.218,68.94,91,10,1.99,clear sky
538,Kontagora,NG,10.3999,5.4695,70.21,98,52,3.49,broken clouds
539,Kenora,CA,49.8167,-94.4337,54.57,100,100,13.8,mist
540,Najran,SA,17.4924,44.1277,79.45,24,72,6.64,broken clouds
541,Hovd,MN,48.0056,91.6419,49.53,50,83,8.77,broken clouds
542,Priamurskiy,RU,48.5217,134.9028,61.21,83,100,11.23,light rain
543,Itoman,JP,26.1247,127.6694,84.97,87,75,31.07,broken clouds
544,San Jose,US,37.3394,-121.895,62.4,72,75,5.75,broken clouds
545,Paka,MY,4.6374,103.4368,88.48,59,91,8.23,overcast clouds
546,Boali,CF,4.8005,18.1275,69.4,97,97,0.83,moderate rain
547,Kemlya,RU,54.6963,45.2424,56.7,95,100,9.8,overcast clouds
548,Beira,MZ,-19.8436,34.8389,69.13,83,2,5.86,clear sky
549,Darab,IR,28.7519,54.5444,89.35,10,0,1.52,clear sky
550,Kishtwar,IN,33.3167,75.7667,73.27,62,0,4.36,light rain
551,Balkanabat,TM,39.5108,54.3671,81.34,25,3,8.61,clear sky
552,Nanakuli,US,21.3906,-158.1547,80.11,74,56,3.49,light rain
553,Samaro,PK,25.2815,69.3965,85.89,59,93,18.81,overcast clouds
554,Lagoa,PT,39.05,-27.9833,72.45,82,39,12.21,scattered clouds
555,Fort Nelson,CA,58.8053,-122.7002,53.22,43,100,3.53,overcast clouds
556,San Policarpo,PH,12.1791,125.5072,88.14,64,95,7.58,overcast clouds
557,Launceston,AU,-41.45,147.1667,50.81,89,75,17.27,shower rain
558,Merauke,ID,-8.4667,140.3333,82.49,75,99,11.92,overcast clouds
559,Cardston,CA,49.2,-113.3019,53.13,51,2,8.55,clear sky
560,Adre,TD,13.4667,22.2,72.14,86,100,8.86,overcast clouds
561,Kismayo,SO,-0.3582,42.5454,77.88,72,26,15.14,scattered clouds
562,Ahuimanu,US,21.4447,-157.8378,79.86,86,100,0.0,overcast clouds
563,Bandarbeyla,SO,9.4942,50.8122,81.48,65,57,24.96,broken clouds
564,Arroio Grande,BR,-32.2375,-53.0869,53.8,90,2,9.91,clear sky
565,Yumaguzino,RU,52.9041,56.3933,57.33,92,99,8.79,overcast clouds
566,Tsiroanomandidy,MG,-18.7667,46.0333,67.39,47,0,8.37,clear sky
567,Teseney,ER,15.11,36.6575,77.92,72,8,9.1,clear sky
568,Yar-Sale,RU,66.8333,70.8333,53.29,63,100,12.28,overcast clouds
569,Skjervoy,NO,70.0311,20.9714,44.6,82,100,11.23,overcast clouds
570,Lufilufi,WS,-13.8745,-171.5986,80.2,81,34,19.89,scattered clouds
571,Kota Tinggi,MY,1.7381,103.8999,84.18,61,98,6.91,overcast clouds
572,Kijang,KR,35.2442,129.2139,78.6,82,77,9.28,light rain
573,Kurya,RU,51.6003,82.2888,57.54,40,0,18.48,clear sky
574,Santa Rosa,PH,14.3122,121.1114,90.01,60,71,15.17,broken clouds
575,Kenai,US,60.5544,-151.2583,51.1,94,100,10.11,overcast clouds
576,Tarakan,ID,3.3,117.6333,87.3,66,40,4.61,scattered clouds
577,Marsh Harbour,BS,26.5412,-77.0636,82.96,74,72,11.56,broken clouds
578,Boa Vista,BR,2.8197,-60.6733,78.78,73,20,3.44,few clouds
579,Marovoay,MG,-16.1,46.6333,75.47,45,0,9.28,clear sky
580,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.09,97,100,1.7,overcast clouds
581,Fukue,JP,32.6881,128.8419,77.63,88,100,16.96,light rain
582,Thinadhoo,MV,0.5333,72.9333,81.84,67,79,4.16,broken clouds
583,Kamennomostskiy,RU,44.2983,40.1856,68.41,61,70,3.94,broken clouds
584,Shimoda,JP,34.6667,138.95,82.76,83,100,12.28,overcast clouds
585,Tapejara,BR,-28.0681,-52.0139,47.25,97,0,6.15,clear sky
586,Parkes,AU,-33.1333,148.1833,62.35,40,71,10.69,broken clouds
587,Salinopolis,BR,-0.6136,-47.3561,78.57,84,78,11.1,broken clouds
588,Touros,BR,-5.1989,-35.4608,72.12,84,15,10.89,few clouds
589,Anloga,GH,5.7947,0.8973,76.12,87,84,11.59,broken clouds
590,Fort Morgan,US,40.2503,-103.8,62.02,59,40,6.91,scattered clouds
591,Cap Malheureux,MU,-19.9842,57.6142,74.46,66,0,11.99,clear sky
592,Black Diamond,US,47.3087,-122.0032,56.05,81,79,1.01,broken clouds
593,Mirpur Sakro,PK,24.5474,67.6277,83.79,66,100,16.98,overcast clouds
594,Hobyo,SO,5.3505,48.5268,78.84,76,68,20.45,broken clouds
595,Eravur,LK,7.7733,81.6095,86.32,61,39,4.03,scattered clouds
596,Zheleznodorozhnyy,RU,55.7503,38.0042,49.55,81,2,8.21,clear sky
597,Cuenca,EC,-2.8833,-78.9833,53.73,100,100,4.61,overcast clouds
598,Sistranda,NO,63.7256,8.834,51.76,81,100,20.96,light rain
599,Yinchuan,CN,38.4681,106.2731,79.56,32,30,4.52,scattered clouds
600,Vaitape,PF,-16.5167,-151.75,77.74,74,63,22.19,broken clouds
601,Vilyuysk,RU,63.7553,121.6247,46.96,45,24,11.72,few clouds
602,Trinidad,BO,-14.8333,-64.9,70.83,62,57,4.0,broken clouds
603,Chengde,CN,40.9725,117.9361,89.67,28,42,6.42,scattered clouds
604,Thyolo,MW,-16.0678,35.1405,66.56,61,0,5.12,clear sky
605,Sangar,RU,63.9242,127.4739,41.49,95,100,3.02,overcast clouds
606,Alexandria,EG,31.2156,29.9553,76.01,69,1,1.9,clear sky
607,Mackay,AU,-21.15,149.2,81.68,81,18,14.2,few clouds
608,Santa Cruz De La Palma,ES,28.6835,-17.7642,75.34,73,0,9.22,clear sky
609,Mzimba,MW,-11.9,33.6,66.02,53,17,11.23,few clouds
610,Askarovo,RU,53.3372,58.5089,49.15,93,100,4.47,mist
611,Sal Rei,CV,16.1833,-22.9167,78.58,76,95,15.03,overcast clouds
612,Wenling,CN,28.3669,121.36,84.52,60,0,7.52,clear sky
613,Gallup,US,35.5281,-108.7426,61.02,39,2,13.02,clear sky
614,Tautira,PF,-17.7333,-149.15,77.11,67,17,22.77,few clouds
615,Andenes,NO,69.3143,16.1194,49.98,81,40,16.11,scattered clouds
616,Razole,IN,16.4833,81.8333,88.75,60,97,8.84,overcast clouds
617,Shahr-E Kord,IR,32.3256,50.8644,70.12,24,0,3.83,clear sky
618,Moindou,NC,-21.6924,165.677,75.47,58,8,10.29,clear sky
619,Kloulklubed,PW,7.0419,134.2556,84.63,65,60,7.31,broken clouds
620,Gamboma,CG,-1.8764,15.8644,71.47,93,97,4.38,light rain
621,Coahuayana,MX,18.7333,-103.6833,76.93,94,99,3.98,overcast clouds
622,San Luis,AR,-33.295,-66.3356,64.4,26,100,14.29,overcast clouds
623,Teruel,ES,40.6667,-0.6667,50.31,75,5,3.36,clear sky
624,Tikrit,IQ,34.6071,43.6782,86.04,19,0,11.36,clear sky
625,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,55.42,83,3,8.03,clear sky
626,Satellite Beach,US,28.1761,-80.5901,77.09,92,100,6.26,overcast clouds
627,Port Jervis,US,41.3751,-74.6927,62.89,90,99,2.57,overcast clouds
628,Liseleje,DK,56.0053,11.9483,56.17,81,39,5.01,scattered clouds
629,Yaan,NG,7.3833,8.5667,70.93,97,100,3.8,light rain
630,Mendi,PG,-6.1761,143.6513,64.47,84,96,3.09,overcast clouds
631,Purpe,RU,64.4803,76.6897,55.71,60,100,14.47,overcast clouds
632,Amahai,ID,-3.3333,128.9167,76.3,91,100,3.94,moderate rain
633,Santa Maria,BR,-29.6842,-53.8069,52.9,93,3,8.19,clear sky
634,Koslan,RU,63.4564,48.8989,50.43,86,100,7.85,overcast clouds
635,Kaffrine,SN,14.1059,-15.5508,77.58,94,47,7.49,light rain
636,Namikupa,TZ,-10.8333,39.6,70.2,78,51,1.86,broken clouds
637,Slave Lake,CA,55.2834,-114.769,51.93,92,97,2.17,overcast clouds
638,Lubango,AO,-14.9172,13.4925,59.52,46,51,3.29,broken clouds
639,Fazilka,IN,30.4,74.0333,93.56,42,0,7.29,clear sky
640,Talgar,KZ,43.3027,77.2395,62.76,27,10,4.47,clear sky
641,Bon Accord,CA,53.8335,-113.4187,57.99,65,39,5.44,scattered clouds
642,Zhigansk,RU,66.7697,123.3711,39.13,66,62,16.24,broken clouds
643,Rawson,AR,-43.3002,-65.1023,44.92,80,100,12.3,overcast clouds
644,Hambantota,LK,6.1241,81.1185,88.14,66,20,13.8,few clouds
645,Darnah,LY,32.767,22.6367,72.73,63,0,2.01,clear sky
646,Puerto Colombia,CO,10.9878,-74.9547,77.09,76,100,4.09,overcast clouds
647,Kanniyakumari,IN,8.0833,77.5667,83.79,72,21,17.11,few clouds
648,Cap-Aux-Meules,CA,47.3821,-61.8597,54.99,76,100,32.77,overcast clouds
649,Ha Tinh,VN,18.3333,105.9,89.51,64,91,5.55,overcast clouds
650,Batagay,RU,67.6333,134.6333,47.07,56,100,16.96,overcast clouds
651,Lodja,CD,-3.4833,23.4333,70.27,89,100,1.41,overcast clouds
652,Kaeo,NZ,-35.1,173.7833,58.73,62,66,5.32,broken clouds
653,Severnyy,RU,50.677,36.5532,53.64,87,0,4.47,clear sky
654,Le Moule,GP,16.3332,-61.3473,77.04,80,100,24.72,moderate rain
655,Ojinaga,MX,29.5667,-104.4167,81.55,57,0,11.5,clear sky
656,Nigran,ES,42.1415,-8.8066,68.65,81,0,7.0,clear sky
657,Chililabombwe,ZM,-12.3648,27.8229,62.35,50,22,5.64,few clouds
658,Caborca,MX,30.5838,-111.101,78.3,36,0,1.81,clear sky
659,Finschhafen,PG,-6.6024,147.8681,84.06,71,84,5.41,broken clouds
660,Caraballeda,VE,10.6112,-66.8522,75.27,94,40,0.0,scattered clouds
661,Chlorakas,CY,34.8042,32.4083,72.48,43,0,8.05,clear sky
662,Chimbote,PE,-9.0853,-78.5783,62.19,87,78,7.65,broken clouds
663,Tarko-Sale,RU,64.9225,77.785,53.74,68,100,11.72,overcast clouds
664,Bor,RU,56.3567,44.0669,55.33,91,100,8.9,overcast clouds
665,Sheltozero,RU,61.3667,35.3667,46.42,92,92,6.4,overcast clouds
666,Sitka,US,57.0531,-135.33,51.69,76,0,4.61,clear sky
667,Sale,MA,34.0389,-6.8166,66.74,100,1,0.0,clear sky
668,Mikkeli,FI,61.6886,27.2723,50.11,93,100,5.75,overcast clouds
669,Oktyabrskoye,RU,43.0645,44.7417,69.94,60,28,4.47,scattered clouds
670,Slobozia,MD,46.7281,29.7078,66.27,87,34,8.01,scattered clouds
671,Gusino,RU,54.7244,31.368,46.45,78,7,11.65,clear sky
672,Sharanga,RU,57.1775,46.5396,50.92,94,100,12.53,overcast clouds
673,Nagaoka,JP,37.45,138.85,90.64,49,100,1.9,light rain
674,Batticaloa,LK,7.7102,81.6924,84.87,64,35,4.9,scattered clouds
675,Korla,CN,41.7597,86.1469,78.12,16,8,4.79,clear sky
676,Barreirinhas,BR,-2.7469,-42.8264,77.94,80,99,10.25,overcast clouds
677,Manama,BH,26.2154,50.5832,94.98,43,0,20.71,clear sky
678,Hervey Bay,AU,-25.2986,152.8535,75.02,81,89,10.0,overcast clouds
679,Sinfra,CI,6.6167,-5.9167,70.93,99,100,3.15,overcast clouds
680,Borger,NL,52.9233,6.7931,50.81,88,68,14.14,broken clouds
